,Date,Airline,Source,Destination,Departure Time,Arrival Time,Total Stops,Duration,Price
657,29-06-2022,IndiGo,BOM,GAU,06:25,12:10,1 stop,5h 45m,11076
658,03-07-2022,IndiGo,BOM,GAU,06:25,12:10,1 stop,5h 45m,11076
659,02-07-2022,IndiGo,BOM,GAU,06:25,12:10,1 stop,5h 45m,11076
660,27-06-2022,IndiGo,BOM,GAU,06:25,12:10,1 stop,5h 45m,11076
661,28-06-2022,IndiGo,BOM,GAU,06:25,12:10,1 stop,5h 45m,11076
662,29-06-2022,IndiGo,BOM,GAU,09:10,15:00,1 stop,5h 50m,11076
663,03-07-2022,IndiGo,BOM,GAU,09:10,15:00,1 stop,5h 50m,11076
664,27-06-2022,IndiGo,BOM,GAU,09:10,15:00,1 stop,5h 50m,11076
665,28-06-2022,IndiGo,BOM,GAU,09:10,15:00,1 stop,5h 50m,11076
666,03-07-2022,Vistara,BOM,GAU,12:25,17:45,1 stop,5h 20m,11521
667,02-07-2022,Vistara,BOM,GAU,12:25,17:45,1 stop,5h 20m,11521
668,29-06-2022,Vistara,BOM,GAU,12:25,17:45,1 stop,5h 20m,11521
669,28-06-2022,Vistara,BOM,GAU,12:25,17:45,1 stop,5h 20m,11521
670,01-07-2022,Vistara,BOM,GAU,12:25,17:45,1 stop,5h 20m,11521
671,03-07-2022,Vistara,BOM,GAU,06:30,12:05,1 stop,5h 35m,11521
672,29-06-2022,Vistara,BOM,GAU,06:30,12:05,1 stop,5h 35m,11521
673,03-07-2022,Vistara,BOM,GAU,11:55,17:45,1 stop,5h 50m,11521
674,02-07-2022,Vistara,BOM,GAU,11:55,17:45,1 stop,5h 50m,11521
675,29-06-2022,Vistara,BOM,GAU,11:55,17:45,1 stop,5h 50m,11521
676,28-06-2022,Vistara,BOM,GAU,11:55,17:45,1 stop,5h 50m,11521
677,01-07-2022,Vistara,BOM,GAU,11:55,17:45,1 stop,5h 50m,11521
678,27-06-2022,Vistara,BOM,GAU,11:55,17:45,1 stop,5h 50m,11521
679,29-06-2022,Vistara,BOM,GAU,06:00,12:05,1 stop,6h 05m,11521
680,01-07-2022,Air India,BOM,GAU,06:00,11:10,1 stop,5h 10m,12030
681,29-06-2022,Air India,BOM,GAU,06:00,11:10,1 stop,5h 10m,12030
682,27-06-2022,Air India,BOM,GAU,06:00,11:10,1 stop,5h 10m,12030
683,01-07-2022,SpiceJet,BOM,GAU,07:20,12:35,1 stop,5h 15m,12996
684,03-07-2022,SpiceJet,BOM,GAU,07:20,12:35,1 stop,5h 15m,12996
685,02-07-2022,SpiceJet,BOM,GAU,07:20,12:35,1 stop,5h 15m,13147
686,27-06-2022,Vistara,BOM,GAU,12:25,17:45,1 stop,5h 20m,13619
687,02-07-2022,Vistara,BOM,GAU,06:30,12:05,1 stop,5h 35m,13619
688,01-07-2022,Vistara,BOM,GAU,06:30,12:05,1 stop,5h 35m,13619
689,30-06-2022,AirAsia India,BOM,GAU,13:05,20:55,1 stop,7h 50m,9272
690,30-06-2022,AirAsia India,BOM,GAU,13:05,20:55,2 stops,7h 50m,9578
691,30-06-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,9903
692,30-06-2022,IndiGo,BOM,GAU,12:30,19:00,1 stop,6h 30m,9903
693,30-06-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,9903
694,30-06-2022,IndiGo,BOM,GAU,09:25,16:15,1 stop,6h 50m,9903
695,30-06-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,9903
696,30-06-2022,IndiGo,BOM,GAU,08:30,16:15,1 stop,7h 45m,9903
697,30-06-2022,IndiGo,BOM,GAU,12:05,19:55,1 stop,7h 50m,9903
698,30-06-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,9903
699,30-06-2022,AirAsia India,BOM,GAU,07:20,15:10,1 stop,7h 50m,10172
700,30-06-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,10891
701,01-07-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,11076
702,29-06-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,11076
703,03-07-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,11076
704,02-07-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,11076
705,27-06-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,11076
706,28-06-2022,IndiGo,BOM,GAU,06:05,12:25,1 stop,6h 20m,11076
707,01-07-2022,IndiGo,BOM,GAU,12:30,19:00,1 stop,6h 30m,11076
708,29-06-2022,IndiGo,BOM,GAU,12:30,19:00,1 stop,6h 30m,11076
709,03-07-2022,IndiGo,BOM,GAU,12:30,19:00,1 stop,6h 30m,11076
710,02-07-2022,IndiGo,BOM,GAU,12:30,19:00,1 stop,6h 30m,11076
711,27-06-2022,IndiGo,BOM,GAU,12:30,19:00,1 stop,6h 30m,11076
712,01-07-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,11076
713,29-06-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,11076
714,03-07-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,11076
715,02-07-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,11076
716,27-06-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,11076
717,28-06-2022,IndiGo,BOM,GAU,09:50,16:30,1 stop,6h 40m,11076
718,01-07-2022,IndiGo,BOM,GAU,09:25,16:15,1 stop,6h 50m,11076
719,02-07-2022,IndiGo,BOM,GAU,09:25,16:15,1 stop,6h 50m,11076
720,01-07-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,11076
721,29-06-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,11076
722,03-07-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,11076
723,02-07-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,11076
724,27-06-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,11076
725,28-06-2022,IndiGo,BOM,GAU,12:55,20:20,1 stop,7h 25m,11076
726,28-06-2022,IndiGo,BOM,GAU,12:05,19:55,1 stop,7h 50m,11076
727,30-06-2022,Air India,BOM,GAU,06:00,13:20,1 stop,7h 20m,11318
728,28-06-2022,Vistara,BOM,GAU,06:00,12:30,1 stop,6h 30m,11416
729,03-07-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,11521
730,02-07-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,11521
731,28-06-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,11521
732,01-07-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,11521
733,27-06-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,11521
734,02-07-2022,Air India,BOM,GAU,06:00,13:20,1 stop,7h 20m,12030
735,28-06-2022,Air India,BOM,GAU,06:00,13:20,1 stop,7h 20m,12030
736,03-07-2022,Air India,BOM,GAU,06:00,13:20,1 stop,7h 20m,12854
737,29-06-2022,Vistara,BOM,GAU,10:25,17:45,1 stop,7h 20m,12876
738,01-07-2022,GoFirst,BOM,GAU,08:05,15:00,1 stop,6h 55m,13736
739,28-06-2022,GoFirst,BOM,GAU,11:00,16:45,1 stop,5h 45m,14962
740,03-07-2022,GoFirst,BOM,GAU,11:20,16:45,1 stop,5h 25m,15345
741,02-07-2022,GoFirst,BOM,GAU,11:20,16:45,1 stop,5h 25m,15345
742,01-07-2022,GoFirst,BOM,GAU,11:20,16:45,1 stop,5h 25m,15546
743,29-06-2022,SpiceJet,BOM,GAU,07:20,12:35,1 stop,5h 15m,18193
744,30-06-2022,Hahn Air Systems,BOM,GAU,07:20,12:35,direct,5h 15m,20422
745,30-06-2022,Hahn Air Systems,BOM,GAU,07:20,12:35,1 stop,5h 15m,20743
746,01-07-2022,Hahn Air Systems,BOM,GAU,07:20,12:35,1 stop,5h 15m,20743
747,03-07-2022,Hahn Air Systems,BOM,GAU,07:20,12:35,1 stop,5h 15m,20743
748,02-07-2022,Hahn Air Systems,BOM,GAU,07:20,12:35,1 stop,5h 15m,20743
749,30-06-2022,AirAsia India,BOM,GAU,07:50,18:15,1 stop,10h 25m,9272
750,30-06-2022,AirAsia India,BOM,GAU,07:50,18:15,2 stops,10h 25m,9578
751,30-06-2022,SpiceJet,BOM,GAU,06:10,15:20,1 stop,9h 10m,9778
752,30-06-2022,SpiceJet,BOM,GAU,06:05,16:40,1 stop,10h 35m,9778
753,30-06-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,9903
754,30-06-2022,IndiGo,BOM,GAU,23:30,07:20,1 stop,7h 50m,9903
755,30-06-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,9903
756,30-06-2022,IndiGo,BOM,GAU,07:45,16:15,1 stop,8h 30m,9903
757,30-06-2022,IndiGo,BOM,GAU,07:50,16:30,1 stop,8h 40m,9903
758,30-06-2022,IndiGo,BOM,GAU,22:40,07:30,1 stop,8h 50m,9903
759,30-06-2022,IndiGo,BOM,GAU,07:00,16:15,1 stop,9h 15m,9903
760,30-06-2022,IndiGo,BOM,GAU,12:55,22:20,1 stop,9h 25m,9903
761,30-06-2022,IndiGo,BOM,GAU,09:00,18:40,1 stop,9h 40m,9903
762,30-06-2022,IndiGo,BOM,GAU,10:10,19:55,1 stop,9h 45m,9903
763,30-06-2022,IndiGo,BOM,GAU,06:25,16:30,1 stop,10h 05m,9903
764,30-06-2022,IndiGo,BOM,GAU,20:35,07:20,1 stop,10h 45m,10428
765,30-06-2022,Vistara,BOM,GAU,08:45,17:45,1 stop,9h 00m,10891
766,30-06-2022,Vistara,BOM,GAU,07:30,17:45,1 stop,10h 15m,10891
767,30-06-2022,Vistara,BOM,GAU,06:30,17:45,1 stop,11h 15m,10891
768,30-06-2022,Vistara,BOM,GAU,06:00,17:45,1 stop,11h 45m,10891
769,01-07-2022,IndiGo,BOM,GAU,02:40,09:50,1 stop,7h 10m,11076
770,03-07-2022,IndiGo,BOM,GAU,02:40,09:50,1 stop,7h 10m,11076
771,02-07-2022,IndiGo,BOM,GAU,02:40,09:50,1 stop,7h 10m,11076
772,01-07-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,11076
773,29-06-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,11076
774,03-07-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,11076
775,02-07-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,11076
776,27-06-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,11076
777,28-06-2022,IndiGo,BOM,GAU,22:40,06:05,1 stop,7h 25m,11076
778,01-07-2022,IndiGo,BOM,GAU,23:30,07:20,1 stop,7h 50m,11076
779,29-06-2022,IndiGo,BOM,GAU,23:30,07:20,1 stop,7h 50m,11076
780,03-07-2022,IndiGo,BOM,GAU,23:30,07:20,1 stop,7h 50m,11076
781,02-07-2022,IndiGo,BOM,GAU,23:30,07:20,1 stop,7h 50m,11076
782,27-06-2022,IndiGo,BOM,GAU,23:30,07:20,1 stop,7h 50m,11076
783,01-07-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,11076
784,29-06-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,11076
785,03-07-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,11076
786,02-07-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,11076
787,27-06-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,11076
788,28-06-2022,IndiGo,BOM,GAU,14:35,22:35,1 stop,8h 00m,11076
789,03-07-2022,IndiGo,BOM,GAU,00:20,08:25,1 stop,8h 05m,11076
790,02-07-2022,IndiGo,BOM,GAU,00:20,08:25,1 stop,8h 05m,11076
791,27-06-2022,IndiGo,BOM,GAU,00:20,08:25,1 stop,8h 05m,11076
792,01-07-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,11076
793,29-06-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,11076
794,03-07-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,11076
795,02-07-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,11076
796,27-06-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,11076
797,28-06-2022,IndiGo,BOM,GAU,10:15,18:40,1 stop,8h 25m,11076
798,29-06-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,6966
799,03-07-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,8959
800,02-07-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,8981
801,28-06-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,9360
802,27-06-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,9584
803,30-06-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,9990
804,01-07-2022,IndiGo,DEL,CCJ,17:10,20:20,direct,3h 10m,10818
805,28-06-2022,Air India,DEL,CCJ,05:45,10:10,direct,4h 25m,8615
806,30-06-2022,Air India,DEL,CCJ,05:45,10:10,direct,4h 25m,9245
807,29-06-2022,Air India,DEL,CCJ,05:45,08:50,direct,3h 05m,11056
808,27-06-2022,Air India,DEL,CCJ,05:45,08:50,direct,3h 05m,11254
809,02-07-2022,Air India,DEL,CCJ,05:45,08:50,direct,3h 05m,11254
810,28-06-2022,Air India,DEL,CCJ,05:45,10:10,1 stop,4h 25m,9105
811,30-06-2022,Air India,DEL,CCJ,05:45,10:10,1 stop,4h 25m,9735
812,03-07-2022,Air India,DEL,CCJ,05:45,10:10,1 stop,4h 25m,11254
813,01-07-2022,Air India,DEL,CCJ,05:45,10:10,1 stop,4h 25m,11254
814,28-06-2022,GoFirst,DEL,CCJ,02:40,08:55,1 stop,6h 15m,13417
815,30-06-2022,GoFirst,DEL,CCJ,02:40,08:55,1 stop,6h 15m,13464
816,30-06-2022,IndiGo,DEL,CCJ,13:00,20:30,1 stop,7h 30m,15283
817,30-06-2022,IndiGo,DEL,CCJ,13:25,20:30,2 stops,7h 05m,15339
818,29-06-2022,AirAsia India,DEL,CCJ,08:10,15:20,1 stop,7h 10m,16016
819,27-06-2022,AirAsia India,DEL,CCJ,08:10,15:20,1 stop,7h 10m,16103
820,29-06-2022,SpiceJet,DEL,CCJ,07:20,14:15,1 stop,6h 55m,16701
821,28-06-2022,SpiceJet,DEL,CCJ,07:20,14:15,1 stop,6h 55m,16701
822,30-06-2022,IndiGo,DEL,CCJ,08:45,14:15,1 stop,5h 30m,16881
823,03-07-2022,AirAsia India,DEL,CCJ,08:10,15:20,1 stop,7h 10m,17166
824,01-07-2022,GoFirst,DEL,CCJ,08:00,14:15,1 stop,6h 15m,17424
825,03-07-2022,GoFirst,DEL,CCJ,08:00,14:15,1 stop,6h 15m,17424
826,02-07-2022,GoFirst,DEL,CCJ,08:00,14:15,1 stop,6h 15m,17424
827,27-06-2022,GoFirst,DEL,CCJ,07:00,14:15,1 stop,7h 15m,17439
828,30-06-2022,GoFirst,DEL,CCJ,07:00,14:15,1 stop,7h 15m,17554
829,01-07-2022,IndiGo,DEL,CCJ,02:10,08:55,1 stop,6h 45m,17564
830,01-07-2022,IndiGo,DEL,CCJ,09:15,15:20,1 stop,6h 05m,17803
831,29-06-2022,IndiGo,DEL,CCJ,09:15,15:20,1 stop,6h 05m,17836
832,27-06-2022,IndiGo,DEL,CCJ,09:15,15:20,1 stop,6h 05m,17921
833,29-06-2022,IndiGo,DEL,CCJ,13:00,19:20,1 stop,6h 20m,18119
834,28-06-2022,Air India,DEL,CCJ,08:00,14:15,1 stop,6h 15m,18233
835,30-06-2022,Air India,DEL,CCJ,08:00,14:15,1 stop,6h 15m,18294
836,27-06-2022,Air India,DEL,CCJ,08:00,14:15,1 stop,6h 15m,18393
837,03-07-2022,IndiGo,DEL,CCJ,08:20,15:20,1 stop,7h 00m,18641
838,27-06-2022,SpiceJet,DEL,CCJ,07:20,14:15,1 stop,6h 55m,19058
839,01-07-2022,SpiceJet,DEL,CCJ,07:20,14:15,1 stop,6h 55m,19160
840,03-07-2022,IndiGo,DEL,CCJ,09:15,15:20,1 stop,6h 05m,19690
841,01-07-2022,IndiGo,DEL,CCJ,13:00,19:20,1 stop,6h 20m,20553
842,28-06-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,12815
843,28-06-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,12815
844,29-06-2022,SpiceJet,DEL,CCJ,21:40,08:55,1 stop,11h 15m,13266
845,30-06-2022,IndiGo,DEL,CCJ,21:15,07:30,1 stop,10h 15m,13339
846,29-06-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,14014
847,29-06-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,14014
848,27-06-2022,GoFirst,DEL,CCJ,22:45,08:55,1 stop,10h 10m,14141
849,30-06-2022,IndiGo,DEL,CCJ,05:30,14:15,1 stop,8h 45m,14189
850,30-06-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,14285
851,30-06-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,14285
852,30-06-2022,AirAsia India,DEL,CCJ,10:00,20:30,2 stops,10h 30m,14433
853,30-06-2022,IndiGo,DEL,CCJ,11:30,20:30,1 stop,9h 00m,15000
854,03-07-2022,SpiceJet,DEL,CCJ,21:55,07:30,1 stop,9h 35m,15027
855,30-06-2022,SpiceJet,DEL,CCJ,21:55,07:30,1 stop,9h 35m,15027
856,30-06-2022,IndiGo,DEL,CCJ,11:15,20:30,2 stops,9h 15m,15057
857,28-06-2022,GoFirst,DEL,CCJ,20:55,07:30,1 stop,10h 35m,15414
858,01-07-2022,GoFirst,DEL,CCJ,22:45,08:55,1 stop,10h 10m,15987
859,30-06-2022,GoFirst,DEL,CCJ,22:45,08:55,1 stop,10h 10m,15987
860,27-06-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,15995
861,02-07-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,15995
862,03-07-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,15995
863,27-06-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,15995
864,02-07-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,15995
865,03-07-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,15995
866,01-07-2022,Air India,DEL,CCJ,20:00,08:55,1 stop,12h 55m,15995
867,27-06-2022,IndiGo,DEL,CCJ,23:35,08:55,1 stop,9h 20m,16061
868,29-06-2022,GoFirst,DEL,CCJ,20:55,07:30,1 stop,10h 35m,16139
869,29-06-2022,AirAsia India,DEL,CCJ,09:35,19:20,1 stop,9h 45m,16525
870,01-07-2022,Air India,DEL,CCJ,21:15,08:55,1 stop,11h 40m,16598
871,03-07-2022,GoFirst,DEL,CCJ,22:45,08:55,1 stop,10h 10m,16600
872,02-07-2022,GoFirst,DEL,CCJ,22:45,08:55,1 stop,10h 10m,16689
873,28-06-2022,Air India,DEL,CCJ,21:30,07:30,1 stop,10h 00m,16841
874,30-06-2022,Vistara,DEL,CCJ,05:55,14:15,1 stop,8h 20m,16931
875,02-07-2022,SpiceJet,DEL,CCJ,21:55,07:30,1 stop,9h 35m,17548
876,27-06-2022,SpiceJet,DEL,CCJ,21:55,07:30,1 stop,9h 35m,17632
877,30-06-2022,Vistara,DEL,CCJ,20:35,07:30,1 stop,10h 55m,17636
878,03-07-2022,SpiceJet,DEL,CCJ,06:05,15:20,1 stop,9h 15m,17666
879,01-07-2022,IndiGo,DEL,CCJ,23:35,08:55,1 stop,9h 20m,18006
880,01-07-2022,SpiceJet,DEL,CCJ,21:40,08:55,1 stop,11h 15m,18070
881,01-07-2022,Vistara,DEL,CCJ,20:35,07:30,1 stop,10h 55m,18185
882,03-07-2022,IndiGo,DEL,CCJ,02:10,08:55,1 stop,6h 45m,18210
883,03-07-2022,IndiGo,DEL,CCJ,23:35,08:55,1 stop,9h 20m,18530
884,01-07-2022,Air India,DEL,CCJ,09:45,19:20,1 stop,9h 35m,19587
885,01-07-2022,IndiGo,DEL,CCJ,11:30,19:20,1 stop,7h 50m,19737
886,30-06-2022,IndiGo,DEL,CCJ,01:50,12:00,2 stops,10h 10m,19742
887,30-06-2022,IndiGo,DEL,CCJ,05:20,14:15,2 stops,8h 55m,21298
888,30-06-2022,Vistara,DEL,CCJ,05:55,14:15,2 stops,8h 20m,23073
889,29-06-2022,Air Arabia,DEL,CCJ,18:35,06:10,1 stop,11h 35m,50146
890,27-06-2022,Air Arabia,DEL,CCJ,18:35,06:10,1 stop,11h 35m,50146
891,30-06-2022,Emirates,DEL,CCJ,11:00,20:15,1 stop,9h 15m,52543
892,27-06-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,53625
893,03-07-2022,GoFirst,DEL,CCJ,19:30,04:25,1 stop,8h 55m,54146
894,02-07-2022,GoFirst,DEL,CCJ,19:30,06:20,1 stop,10h 50m,54537
895,28-06-2022,Air Arabia,DEL,CCJ,18:35,06:10,1 stop,11h 35m,54869
896,27-06-2022,IndiGo,DEL,CCJ,21:15,06:20,1 stop,9h 05m,55467
897,30-06-2022,GoFirst,DEL,CCJ,19:30,06:20,1 stop,10h 50m,55467
898,01-07-2022,GoFirst,DEL,CCJ,19:30,04:25,1 stop,8h 55m,55526
899,30-06-2022,GoFirst,DEL,CCJ,19:30,04:25,1 stop,8h 55m,56456
900,02-07-2022,IndiGo,DEL,CCJ,21:15,06:20,1 stop,9h 05m,56921
901,30-06-2022,IndiGo,DEL,CCJ,21:15,06:20,1 stop,9h 05m,57036
902,28-06-2022,Air India Express,DEL,CCJ,08:50,20:15,1 stop,11h 25m,59733
903,28-06-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,59878
904,30-06-2022,Air Arabia,DEL,CCJ,18:35,06:10,1 stop,11h 35m,60766
905,03-07-2022,Air Arabia,DEL,CCJ,18:35,06:10,1 stop,11h 35m,60766
906,02-07-2022,Air Arabia,DEL,CCJ,18:35,06:10,1 stop,11h 35m,61042
907,29-06-2022,SpiceJet,DEL,CCJ,18:45,07:05,1 stop,12h 20m,64454
908,28-06-2022,Emirates,DEL,CCJ,11:00,20:15,1 stop,9h 15m,65227
909,29-06-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,68055
910,30-06-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,69229
911,03-07-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,69229
912,02-07-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,69505
913,28-06-2022,Qatar Airways,DEL,CCJ,04:10,14:35,1 stop,10h 25m,72611
914,27-06-2022,Qatar Airways,DEL,CCJ,04:10,14:35,1 stop,10h 25m,72611
915,01-07-2022,Air Arabia,DEL,CCJ,18:35,03:30,1 stop,8h 55m,79126
916,28-06-2022,Qatar Airways,DEL,CCJ,03:25,14:35,1 stop,11h 10m,84303
917,30-06-2022,Qatar Airways,DEL,CCJ,04:10,14:35,1 stop,10h 25m,88891
918,29-06-2022,Qatar Airways,DEL,CCJ,04:10,14:35,1 stop,10h 25m,88891
919,30-06-2022,Qatar Airways,DEL,CCJ,03:25,14:35,1 stop,11h 10m,100578
920,02-07-2022,Qatar Airways,DEL,CCJ,04:10,14:35,1 stop,10h 25m,103171
921,01-07-2022,Qatar Airways,DEL,CCJ,04:10,14:35,1 stop,10h 25m,103171
922,30-06-2022,AirAsia India,BLR,PNQ,12:50,14:15,direct,1h 25m,4493
923,30-06-2022,GoFirst,BLR,PNQ,05:25,06:45,direct,1h 20m,4468
924,30-06-2022,SpiceJet,BLR,PNQ,09:15,10:50,direct,1h 35m,4478
925,28-06-2022,SpiceJet,BLR,PNQ,09:15,10:50,direct,1h 35m,4753
926,28-06-2022,AirAsia India,BLR,PNQ,12:45,14:15,direct,1h 30m,4799
927,30-06-2022,GoFirst,BLR,PNQ,18:10,19:40,direct,1h 30m,5814
928,29-06-2022,AirAsia India,BLR,PNQ,12:50,14:15,direct,1h 25m,6466
929,03-07-2022,AirAsia India,BLR,PNQ,12:50,14:15,direct,1h 25m,6512
930,30-06-2022,IndiGo,BLR,PNQ,11:05,12:15,direct,1h 10m,7056
931,30-06-2022,IndiGo,BLR,PNQ,20:30,21:45,direct,1h 15m,7056
932,28-06-2022,IndiGo,BLR,PNQ,11:05,12:15,direct,1h 10m,7069
933,28-06-2022,IndiGo,BLR,PNQ,20:30,21:45,direct,1h 15m,7069
934,28-06-2022,AirAsia India,BLR,PNQ,22:15,23:25,direct,1h 10m,4493
935,30-06-2022,AirAsia India,BLR,PNQ,22:15,23:25,direct,1h 10m,4493
936,29-06-2022,SpiceJet,BLR,PNQ,09:15,10:50,direct,1h 35m,6634
937,30-06-2022,IndiGo,BLR,PNQ,17:05,18:25,direct,1h 20m,7056
938,28-06-2022,IndiGo,BLR,PNQ,17:05,18:25,direct,1h 20m,7069
939,28-06-2022,GoFirst,BLR,PNQ,18:10,19:40,direct,1h 30m,7369
940,02-07-2022,Vistara,BLR,PNQ,16:45,18:20,direct,1h 35m,7668
941,01-07-2022,Vistara,BLR,PNQ,16:45,18:20,direct,1h 35m,7668
942,03-07-2022,Vistara,BLR,PNQ,16:45,18:20,direct,1h 35m,7668
943,29-06-2022,IndiGo,BLR,PNQ,11:05,12:15,direct,1h 10m,7964
944,02-07-2022,IndiGo,BLR,PNQ,20:30,21:45,direct,1h 15m,7964
945,03-07-2022,IndiGo,BLR,PNQ,11:05,12:20,direct,1h 15m,7964
946,03-07-2022,IndiGo,BLR,PNQ,20:30,21:45,direct,1h 15m,7964
947,03-07-2022,IndiGo,BLR,PNQ,13:50,15:05,direct,1h 15m,7964
948,27-06-2022,IndiGo,BLR,PNQ,20:30,21:45,direct,1h 15m,7984
949,01-07-2022,IndiGo,BLR,PNQ,11:05,12:20,direct,1h 15m,7984
950,27-06-2022,IndiGo,BLR,PNQ,17:05,18:25,direct,1h 20m,7984
951,29-06-2022,IndiGo,BLR,PNQ,17:05,18:25,direct,1h 20m,8189
952,29-06-2022,IndiGo,BLR,PNQ,20:30,21:45,direct,1h 15m,8412
953,30-06-2022,AirAsia India,BLR,PNQ,03:35,05:00,direct,1h 25m,4493
954,30-06-2022,IndiGo,BLR,PNQ,23:05,00:25,direct,1h 20m,5843
955,30-06-2022,IndiGo,BLR,PNQ,05:25,06:50,direct,1h 25m,5843
956,30-06-2022,IndiGo,BLR,PNQ,02:30,03:55,direct,1h 25m,5843
957,28-06-2022,IndiGo,BLR,PNQ,23:05,00:25,direct,1h 20m,5867
958,28-06-2022,IndiGo,BLR,PNQ,05:25,06:50,direct,1h 25m,5867
959,28-06-2022,IndiGo,BLR,PNQ,02:30,03:55,direct,1h 25m,5867
960,28-06-2022,GoFirst,BLR,PNQ,05:25,06:45,direct,1h 20m,5869
961,29-06-2022,AirAsia India,BLR,PNQ,22:15,23:25,direct,1h 10m,6071
962,03-07-2022,AirAsia India,BLR,PNQ,22:15,23:25,direct,1h 10m,6082
963,29-06-2022,IndiGo,BLR,PNQ,23:05,00:25,direct,1h 20m,6683
964,02-07-2022,IndiGo,BLR,PNQ,23:05,00:25,direct,1h 20m,6683
965,03-07-2022,IndiGo,BLR,PNQ,23:05,00:25,direct,1h 20m,6683
